	source	Unnamed: 0	source.1	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps	spect_cluster	commun_cluster	spect_color	comm_color	tst_samp_bins_ivp	tst_samp_bins_bdvp	tst_samp_bins_forced	tst_samp_bins_ivp_col	tst_samp_bins_bdvp_col	tst_samp_bins_forced_col
399	Crocosphaera	399	Crocosphaera	Kocuria	1.0	1	4	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	3.0	#386df9	#18cde4	21.0	9.0	22.0	#dc5d4a	#3b4cc0	#3b4cc0
400	Kocuria	400	Kocuria	Gulbenkiania	1.0	16	29	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	12.0	3.0	#ff703a	#18cde4	92.0	8.0	21.0	#dddcdc	#c73635	#485fd1
401	Gulbenkiania	401	Gulbenkiania	Kocuria	1.0	1	4	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	3.0	#386df9	#18cde4	177.0	9.0	22.0	#4a63d3	#3b4cc0	#3b4cc0
402	Kocuria	402	Kocuria	Helicobacter	1.0	16	13	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	12.0	3.0	#ff703a	#18cde4	92.0	8.0	21.0	#dddcdc	#c73635	#485fd1
403	Helicobacter	403	Helicobacter	Kocuria	1.0	1	4	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	3.0	#386df9	#18cde4	56.0	9.0	22.0	#f7af91	#3b4cc0	#3b4cc0
404	Kytococcus	404	Kytococcus	Actinomyces	7.0	11	25	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	61	7.0	0.0	#7effb5	#8000ff	123.0	9.0	22.0	#abc8fd	#3b4cc0	#3b4cc0
405	Actinomyces	405	Actinomyces	Kytococcus	7.0	39	12	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	61	7.0	0.0	#7effb5	#8000ff	13.0	9.0	22.0	#cf453c	#3b4cc0	#3b4cc0
406	Lachnoanaerobaculum	406	Lachnoanaerobaculum	Actinomyces	9.0	1	25	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	61	7.0	0.0	#7effb5	#8000ff	77.0	9.0	22.0	#efcebd	#3b4cc0	#3b4cc0
407	Actinomyces	407	Actinomyces	Lachnoanaerobaculum	9.0	39	31	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	61	7.0	0.0	#7effb5	#8000ff	13.0	9.0	22.0	#cf453c	#3b4cc0	#3b4cc0
408	Lachnoclostridium	408	Lachnoclostridium	Akkermansia	4.0	15	31	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	48.0	9.0	22.0	#f59f80	#3b4cc0	#3b4cc0
409	Akkermansia	409	Akkermansia	Lachnoclostridium	4.0	21	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	117.0	9.0	22.0	#b6cefa	#3b4cc0	#3b4cc0
410	Lachnoclostridium	410	Lachnoclostridium	Coprococcus	5.0	15	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	48.0	9.0	22.0	#f59f80	#3b4cc0	#3b4cc0
411	Coprococcus	411	Coprococcus	Lachnoclostridium	5.0	18	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	174.0	9.0	22.0	#4f69d9	#3b4cc0	#3b4cc0
412	Lachnoclostridium	412	Lachnoclostridium	Flavonifractor	5.0	15	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	48.0	9.0	22.0	#f59f80	#3b4cc0	#3b4cc0
413	Flavonifractor	413	Flavonifractor	Lachnoclostridium	5.0	15	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	21.0	9.0	22.0	#dc5d4a	#3b4cc0	#3b4cc0
414	Lachnoclostridium	414	Lachnoclostridium	Intestinimonas	9.0	15	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	48.0	9.0	22.0	#f59f80	#3b4cc0	#3b4cc0
415	Intestinimonas	415	Intestinimonas	Lachnoclostridium	9.0	16	17	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	2.0	1.0	#386df9	#4e4dfc	98.0	9.0	22.0	#d5dbe5	#3b4cc0	#3b4cc0
416	Lachnospira	416	Lachnospira	Collinsella	2.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	34.0	9.0	22.0	#ec7f63	#3b4cc0	#3b4cc0
417	Collinsella	417	Collinsella	Lachnospira	2.0	11	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	122.0	9.0	22.0	#aec9fc	#3b4cc0	#3b4cc0
418	Lachnospira	418	Lachnospira	Dorea	2.0	1	42	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	34.0	9.0	22.0	#ec7f63	#3b4cc0	#3b4cc0
419	Dorea	419	Dorea	Lachnospira	2.0	17	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	185.0	9.0	22.0	#3d50c3	#3b4cc0	#3b4cc0
420	Lautropia	420	Lautropia	Cardiobacterium	4.0	30	34	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	61	2.0	0.0	#386df9	#8000ff	172.0	9.0	22.0	#536edd	#3b4cc0	#3b4cc0
421	Cardiobacterium	421	Cardiobacterium	Lautropia	4.0	20	32	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	61	2.0	7.0	#386df9	#e4cf74	146.0	9.0	22.0	#81a4fb	#3b4cc0	#3b4cc0
422	Lawsonella	422	Lawsonella	Aureimonas	1.0	1	24	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	12.0	3.0	#ff703a	#18cde4	15.0	8.0	20.0	#d24b40	#c73635	#5572df
423	Aureimonas	423	Aureimonas	Lawsonella	1.0	1	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	3.0	#386df9	#18cde4	6.0	9.0	22.0	#c32e31	#3b4cc0	#3b4cc0
424	Lawsonella	424	Lawsonella	Crocosphaera	1.0	1	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	12.0	3.0	#ff703a	#18cde4	15.0	8.0	20.0	#d24b40	#c73635	#5572df
425	Crocosphaera	425	Crocosphaera	Lawsonella	1.0	1	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	3.0	#386df9	#18cde4	21.0	9.0	22.0	#dc5d4a	#3b4cc0	#3b4cc0
426	Lawsonella	426	Lawsonella	Gulbenkiania	1.0	1	29	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	12.0	3.0	#ff703a	#18cde4	15.0	8.0	20.0	#d24b40	#c73635	#5572df
427	Gulbenkiania	427	Gulbenkiania	Lawsonella	1.0	1	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	3.0	#386df9	#18cde4	177.0	9.0	22.0	#4a63d3	#3b4cc0	#3b4cc0
428	Lawsonella	428	Lawsonella	Helicobacter	1.0	1	13	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	12.0	3.0	#ff703a	#18cde4	15.0	8.0	20.0	#d24b40	#c73635	#5572df
429	Helicobacter	429	Helicobacter	Lawsonella	1.0	1	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	3.0	#386df9	#18cde4	56.0	9.0	22.0	#f7af91	#3b4cc0	#3b4cc0
430	Lelliottia	430	Lelliottia	Acidovorax	1.0	4	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	12.0	3.0	#ff703a	#18cde4	21.0	9.0	22.0	#dc5d4a	#3b4cc0	#3b4cc0
431	Acidovorax	431	Acidovorax	Lelliottia	1.0	11	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	3.0	#386df9	#18cde4	153.0	8.0	10.0	#7597f6	#c73635	#e2dad5
432	Lelliottia	432	Lelliottia	Bacillus	1.0	4	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	12.0	3.0	#ff703a	#18cde4	21.0	9.0	22.0	#dc5d4a	#3b4cc0	#3b4cc0
433	Bacillus	433	Bacillus	Lelliottia	1.0	17	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	4.0	4.0	#10c6e6	#4df3ce	48.0	8.0	6.0	#f59f80	#c73635	#f7af91
434	Lelliottia	434	Lelliottia	Lawsonella	1.0	4	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	12.0	3.0	#ff703a	#18cde4	21.0	9.0	22.0	#dc5d4a	#3b4cc0	#3b4cc0
435	Lawsonella	435	Lawsonella	Lelliottia	1.0	8	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	12.0	3.0	#ff703a	#18cde4	15.0	8.0	20.0	#d24b40	#c73635	#5572df
436	Leptotrichia	436	Leptotrichia	Actinomyces	7.0	12	25	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	61	7.0	0.0	#7effb5	#8000ff	141.0	9.0	22.0	#8badfd	#3b4cc0	#3b4cc0
437	Actinomyces	437	Actinomyces	Leptotrichia	7.0	39	30	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	61	7.0	0.0	#7effb5	#8000ff	13.0	9.0	22.0	#cf453c	#3b4cc0	#3b4cc0
438	Leptotrichia	438	Leptotrichia	Aggregatibacter	8.0	12	4	Supragingival_plaque	Mixed	Intertype	#ff964f	#cccccc	#cccccc	61	7.0	0.0	#7effb5	#8000ff	141.0	9.0	22.0	#8badfd	#3b4cc0	#3b4cc0
439	Aggregatibacter	439	Aggregatibacter	Leptotrichia	8.0	31	30	Mixed	Supragingival_plaque	Intertype	#cccccc	#ff964f	#cccccc	61	7.0	0.0	#7effb5	#8000ff	24.0	9.0	22.0	#e0654f	#3b4cc0	#3b4cc0
440	Leptotrichia	440	Leptotrichia	Campylobacter	11.0	12	2	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	61	7.0	0.0	#7effb5	#8000ff	141.0	9.0	22.0	#8badfd	#3b4cc0	#3b4cc0
441	Campylobacter	441	Campylobacter	Leptotrichia	11.0	37	30	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	61	7.0	0.0	#7effb5	#8000ff	3.0	-1.0	-1.0	#bd1f2d	#b40426	#b40426
442	Leptotrichia	442	Leptotrichia	Gemella	7.0	12	14	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	61	7.0	0.0	#7effb5	#8000ff	141.0	9.0	22.0	#8badfd	#3b4cc0	#3b4cc0
443	Gemella	443	Gemella	Leptotrichia	7.0	38	30	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	61	2.0	0.0	#386df9	#8000ff	158.0	9.0	22.0	#6b8df0	#3b4cc0	#3b4cc0
444	Leucobacter	444	Leucobacter	Arcanobacterium	1.0	31	13	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	12.0	3.0	#ff703a	#18cde4	184.0	9.0	22.0	#3f53c6	#3b4cc0	#3b4cc0
445	Arcanobacterium	445	Arcanobacterium	Leucobacter	1.0	2	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	3.0	#386df9	#18cde4	163.0	9.0	22.0	#6282ea	#3b4cc0	#3b4cc0
446	Leucobacter	446	Leucobacter	Aureimonas	1.0	31	24	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	12.0	3.0	#ff703a	#18cde4	184.0	9.0	22.0	#3f53c6	#3b4cc0	#3b4cc0
447	Aureimonas	447	Aureimonas	Leucobacter	1.0	1	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	3.0	#386df9	#18cde4	6.0	9.0	22.0	#c32e31	#3b4cc0	#3b4cc0
448	Leucobacter	448	Leucobacter	Crocosphaera	1.0	31	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	12.0	3.0	#ff703a	#18cde4	184.0	9.0	22.0	#3f53c6	#3b4cc0	#3b4cc0
449	Crocosphaera	449	Crocosphaera	Leucobacter	1.0	1	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	3.0	#386df9	#18cde4	21.0	9.0	22.0	#dc5d4a	#3b4cc0	#3b4cc0
450	Leucobacter	450	Leucobacter	Dechloromonas	1.0	31	1	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	61	12.0	3.0	#ff703a	#18cde4	184.0	9.0	22.0	#3f53c6	#3b4cc0	#3b4cc0
451	Dechloromonas	451	Dechloromonas	Leucobacter	1.0	2	3	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	61	9.0	3.0	#c6e789	#18cde4	72.0	9.0	22.0	#f2c9b4	#3b4cc0	#3b4cc0
452	Leucobacter	452	Leucobacter	Exiguobacterium	1.0	31	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	12.0	3.0	#ff703a	#18cde4	184.0	9.0	22.0	#3f53c6	#3b4cc0	#3b4cc0
453	Exiguobacterium	453	Exiguobacterium	Leucobacter	1.0	2	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	3.0	#386df9	#18cde4	104.0	8.0	17.0	#ccd9ed	#c73635	#81a4fb
454	Leucobacter	454	Leucobacter	Gulbenkiania	1.0	31	29	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	12.0	3.0	#ff703a	#18cde4	184.0	9.0	22.0	#3f53c6	#3b4cc0	#3b4cc0
455	Gulbenkiania	455	Gulbenkiania	Leucobacter	1.0	1	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	3.0	#386df9	#18cde4	177.0	9.0	22.0	#4a63d3	#3b4cc0	#3b4cc0
456	Leucobacter	456	Leucobacter	Helicobacter	1.0	31	13	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	12.0	3.0	#ff703a	#18cde4	184.0	9.0	22.0	#3f53c6	#3b4cc0	#3b4cc0
457	Helicobacter	457	Helicobacter	Leucobacter	1.0	1	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	3.0	#386df9	#18cde4	56.0	9.0	22.0	#f7af91	#3b4cc0	#3b4cc0
458	Leucobacter	458	Leucobacter	Kingella	2.0	31	12	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	61	12.0	3.0	#ff703a	#18cde4	184.0	9.0	22.0	#3f53c6	#3b4cc0	#3b4cc0
459	Kingella	459	Kingella	Leucobacter	2.0	30	3	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	61	7.0	0.0	#7effb5	#8000ff	171.0	9.0	22.0	#5470de	#3b4cc0	#3b4cc0
460	Leucobacter	460	Leucobacter	Lachnoanaerobaculum	2.0	31	1	Anterior_nares	Tongue_dorsum	Intertype	#8000ff	#ff0000	#cccccc	61	12.0	3.0	#ff703a	#18cde4	184.0	9.0	22.0	#3f53c6	#3b4cc0	#3b4cc0
461	Lachnoanaerobaculum	461	Lachnoanaerobaculum	Leucobacter	2.0	31	3	Tongue_dorsum	Anterior_nares	Intertype	#ff0000	#8000ff	#cccccc	61	7.0	0.0	#7effb5	#8000ff	77.0	9.0	22.0	#efcebd	#3b4cc0	#3b4cc0
462	Leuconostoc	462	Leuconostoc	Brochothrix	2.0	17	1	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	61	3.0	9.0	#149df1	#ff5029	5.0	9.0	22.0	#c12b30	#3b4cc0	#3b4cc0
463	Brochothrix	463	Brochothrix	Leuconostoc	2.0	4	3	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	61	7.0	9.0	#7effb5	#ff5029	100.0	9.0	22.0	#d3dbe7	#3b4cc0	#3b4cc0
464	Levyella	464	Levyella	Anaerococcus	3.0	3	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	8.0	#386df9	#ff964f	68.0	0.0	7.0	#f5c2aa	#b70d28	#f6bda2
465	Anaerococcus	465	Anaerococcus	Levyella	3.0	12	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	8.0	#386df9	#ff964f	78.0	-1.0	-1.0	#eed0c0	#b40426	#b40426
466	Levyella	466	Levyella	Clostridium	2.0	3	13	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	61	2.0	8.0	#386df9	#ff964f	68.0	0.0	7.0	#f5c2aa	#b70d28	#f6bda2
467	Clostridium	467	Clostridium	Levyella	2.0	29	6	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	61	2.0	1.0	#386df9	#4e4dfc	76.0	-1.0	-1.0	#f0cdbb	#b40426	#b40426
468	Mageeibacillus	468	Mageeibacillus	Gardnerella	1.0	30	11	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	61	11.0	10.0	#ffa055	#ff0000	175.0	9.0	22.0	#4e68d8	#3b4cc0	#3b4cc0
469	Gardnerella	469	Gardnerella	Mageeibacillus	1.0	13	2	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	61	11.0	10.0	#ffa055	#ff0000	64.0	-1.0	-1.0	#f6bda2	#b40426	#b40426
470	Mangrovimonas	470	Mangrovimonas	Actinobacillus	2.0	16	23	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	86.0	9.0	22.0	#e5d8d1	#3b4cc0	#3b4cc0
471	Actinobacillus	471	Actinobacillus	Mangrovimonas	2.0	10	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	0.0	#ff3b1e	#8000ff	25.0	9.0	22.0	#e26952	#3b4cc0	#3b4cc0
472	Mangrovimonas	472	Mangrovimonas	Avibacterium	2.0	16	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	86.0	9.0	22.0	#e5d8d1	#3b4cc0	#3b4cc0
473	Avibacterium	473	Avibacterium	Mangrovimonas	2.0	3	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	48.0	9.0	22.0	#f59f80	#3b4cc0	#3b4cc0
474	Mangrovimonas	474	Mangrovimonas	Basfia	2.0	16	15	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	86.0	9.0	22.0	#e5d8d1	#3b4cc0	#3b4cc0
475	Basfia	475	Basfia	Mangrovimonas	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	106.0	9.0	22.0	#c9d7f0	#3b4cc0	#3b4cc0
476	Mangrovimonas	476	Mangrovimonas	Bibersteinia	1.0	16	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	86.0	9.0	22.0	#e5d8d1	#3b4cc0	#3b4cc0
477	Bibersteinia	477	Bibersteinia	Mangrovimonas	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	7.0	7.0	#7effb5	#e4cf74	167.0	9.0	22.0	#5b7ae5	#3b4cc0	#3b4cc0
478	Mangrovimonas	478	Mangrovimonas	Chryseobacterium	2.0	16	16	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	61	13.0	7.0	#ff3b1e	#e4cf74	86.0	9.0	22.0	#e5d8d1	#3b4cc0	#3b4cc0
479	Chryseobacterium	479	Chryseobacterium	Mangrovimonas	2.0	13	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	61	13.0	7.0	#ff3b1e	#e4cf74	103.0	9.0	22.0	#cdd9ec	#3b4cc0	#3b4cc0
480	Mangrovimonas	480	Mangrovimonas	Dehalobacter	2.0	16	4	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	86.0	9.0	22.0	#e5d8d1	#3b4cc0	#3b4cc0
481	Dehalobacter	481	Dehalobacter	Mangrovimonas	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	124.0	9.0	22.0	#aac7fd	#3b4cc0	#3b4cc0
482	Mangrovimonas	482	Mangrovimonas	Echinicola	2.0	16	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	86.0	9.0	22.0	#e5d8d1	#3b4cc0	#3b4cc0
483	Echinicola	483	Echinicola	Mangrovimonas	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	63.0	9.0	22.0	#f7ba9f	#3b4cc0	#3b4cc0
484	Mangrovimonas	484	Mangrovimonas	Haemophilus	2.0	16	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	86.0	9.0	22.0	#e5d8d1	#3b4cc0	#3b4cc0
485	Haemophilus	485	Haemophilus	Mangrovimonas	2.0	41	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	163.0	9.0	22.0	#6282ea	#3b4cc0	#3b4cc0
486	Mannheimia	486	Mannheimia	Alloprevotella	3.0	32	1	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	61	8.0	7.0	#a2f9a0	#e4cf74	99.0	9.0	22.0	#d4dbe6	#3b4cc0	#3b4cc0
487	Alloprevotella	487	Alloprevotella	Mannheimia	3.0	32	10	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	61	13.0	7.0	#ff3b1e	#e4cf74	69.0	9.0	22.0	#f5c4ac	#3b4cc0	#3b4cc0
488	Mannheimia	488	Mannheimia	Capnocytophaga	4.0	32	37	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	61	8.0	7.0	#a2f9a0	#e4cf74	99.0	9.0	22.0	#d4dbe6	#3b4cc0	#3b4cc0
489	Capnocytophaga	489	Capnocytophaga	Mannheimia	4.0	34	10	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	61	8.0	7.0	#a2f9a0	#e4cf74	12.0	9.0	22.0	#cd423b	#3b4cc0	#3b4cc0
490	Marvinbryantia	490	Marvinbryantia	Adlercreutzia	2.0	8	39	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	2.0	2.0	#386df9	#1996f3	87.0	9.0	22.0	#e4d9d2	#3b4cc0	#3b4cc0
491	Adlercreutzia	491	Adlercreutzia	Marvinbryantia	2.0	6	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	90.0	9.0	22.0	#e0dbd8	#3b4cc0	#3b4cc0
492	Marvinbryantia	492	Marvinbryantia	Anaerofustis	1.0	8	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	2.0	2.0	#386df9	#1996f3	87.0	9.0	22.0	#e4d9d2	#3b4cc0	#3b4cc0
493	Anaerofustis	493	Anaerofustis	Marvinbryantia	1.0	1	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	2.0	2.0	#386df9	#1996f3	11.0	9.0	22.0	#cc403a	#3b4cc0	#3b4cc0
494	Marvinbryantia	494	Marvinbryantia	Catabacter	1.0	8	22	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	2.0	2.0	#386df9	#1996f3	87.0	9.0	22.0	#e4d9d2	#3b4cc0	#3b4cc0
495	Catabacter	495	Catabacter	Marvinbryantia	1.0	1	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	2.0	1.0	#386df9	#4e4dfc	108.0	9.0	22.0	#c6d6f1	#3b4cc0	#3b4cc0
496	Marvinbryantia	496	Marvinbryantia	Catenibacterium	1.0	8	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	2.0	2.0	#386df9	#1996f3	87.0	9.0	22.0	#e4d9d2	#3b4cc0	#3b4cc0
497	Catenibacterium	497	Catenibacterium	Marvinbryantia	1.0	7	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	14.0	2.0	#ff0000	#1996f3	134.0	9.0	22.0	#97b8ff	#3b4cc0	#3b4cc0
498	Marvinbryantia	498	Marvinbryantia	Desulfotomaculum	1.0	8	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	2.0	2.0	#386df9	#1996f3	87.0	9.0	22.0	#e4d9d2	#3b4cc0	#3b4cc0
499	Desulfotomaculum	499	Desulfotomaculum	Marvinbryantia	1.0	1	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	2.0	2.0	#386df9	#1996f3	89.0	9.0	22.0	#e1dad6	#3b4cc0	#3b4cc0
500	Marvinbryantia	500	Marvinbryantia	Desulfovibrio	1.0	8	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	2.0	2.0	#386df9	#1996f3	87.0	9.0	22.0	#e4d9d2	#3b4cc0	#3b4cc0
501	Desulfovibrio	501	Desulfovibrio	Marvinbryantia	1.0	4	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	2.0	2.0	#386df9	#1996f3	118.0	9.0	22.0	#b5cdfa	#3b4cc0	#3b4cc0
502	Marvinbryantia	502	Marvinbryantia	Faecalicoccus	1.0	8	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	2.0	2.0	#386df9	#1996f3	87.0	9.0	22.0	#e4d9d2	#3b4cc0	#3b4cc0
